"pwsid","gw_sw_code","primary_source_code","first_reported_date","years_operating","owner_type","primacy_type","is_grant_eligible_ind","is_wholesaler_ind","is_school_or_daycare_ind","source_water_protection_code","phone_number","lead_and_copper_rule_healthbased_5yr","radionuclides_and_revised_rad_rule_healthbased_5yr","groundwater_rule_healthbased_5yr","surface_water_treatment_rules_healthbased_5yr","total_coliform_rules_healthbased_5yr","inorganic_chemicals_healthbased_5yr","stage_1_disinfectants_and_byproducts_rule_healthbased_5yr","stage_2_disinfectants_and_byproducts_rule_healthbased_5yr","synthetic_organic_chemicals_healthbased_5yr","volatile_organic_chemicals_healthbased_5yr","health_viols_5yr","paperwork_viols_5yr","total_viols_5yr","lead_and_copper_rule_healthbased_10yr","radionuclides_and_revised_rad_rule_healthbased_10yr","groundwater_rule_healthbased_10yr","surface_water_treatment_rules_healthbased_10yr","total_coliform_rules_healthbased_10yr","inorganic_chemicals_healthbased_10yr","stage_1_disinfectants_and_byproducts_rule_healthbased_10yr","stage_2_disinfectants_and_byproducts_rule_healthbased_10yr","synthetic_organic_chemicals_healthbased_10yr","volatile_organic_chemicals_healthbased_10yr","health_viols_10yr","paperwork_viols_10yr","total_viols_10yr","violations_all_years","open_health_viol"
"CT0791201","Groundwater","GW","1994-03-04",32,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No"
"CT0792011","Groundwater","GW","1996-10-16",30,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"No"
"CT0798013","Groundwater","GW","2007-08-09",19,"Local","State","Yes","No","Yes","No","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,212,"No"
"CT0800011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 630-4256",0,0,2,0,0,0,0,0,0,0,2,4,6,0,0,2,0,0,0,0,1,0,0,3,8,11,55,"Yes"
"CT0815051","Groundwater","GW","1988-06-02",38,"Private","State","Yes","No","No","Yes","(203) 758-1160",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,64,"No"
"CT0819061","Groundwater","GW","2015-02-03",11,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,"No"
"CT0820031","Groundwater","GW","1980-12-29",46,"Local","State","Yes","No","No","Yes","(860) 344-9933",1,0,0,0,0,0,0,0,0,0,1,5,6,1,0,0,0,0,0,0,0,0,0,1,10,11,62,"Yes"
"CT0820501","Groundwater","GW","1996-01-30",30,"Local","State","Yes","No","No","Yes","(860) 349-7114",1,0,0,0,0,0,0,0,0,0,1,8,9,1,0,0,0,0,0,0,0,0,0,1,13,14,31,"Yes"
"CT0826061","Groundwater","GW","1986-12-05",40,"Private","State","Yes","No","No","Yes","(203) 687-5917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,47,"No"
"CT0827071","Groundwater","GW","1987-03-24",39,"Private","State","Yes","No","No","No","(508) 277-3544",0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,42,42,75,"No"
"CT0827081","Groundwater","GW","1987-08-22",39,"Private","State","Yes","No","No","Yes","(203) 215-1792",0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,0,1,17,18,29,"No"
"CT0830011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 638-3500",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,5,11,"No"
"CT0830021","Surface Water","SW","1979-03-08",47,"State","State","Yes","No","No","Yes","(860) 262-6110",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,10,10,73,"No"
"CT0860011","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"No"
"CT0860021","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No"
"CT0860031","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 464-0232",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,4,5,25,"Yes"
"CT0860041","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 843-5051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,48,"No"
"CT0860051","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(646) 246-5837",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,6,7,64,"Yes"
"CT0860081","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
"CT0860091","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 348-8378",1,0,0,0,1,0,0,0,0,0,2,1,3,1,0,0,0,1,0,0,0,0,0,2,7,9,73,"Yes"
"CT0860131","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No"
"CT0860141","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 848-4204",0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,2,60,62,68,"No"
"CT0860171","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 460-1619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,18,197,"No"
"CT0860191","Groundwater","GW","1980-02-28",46,"Local","State","Yes","No","No","Yes","(860) 848-1739",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,5,6,11,"Yes"
"CT0860211","Groundwater","GW","1980-12-29",46,"Private","State","Yes","No","No","Yes","(929) 400-7237",0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,30,30,303,"No"
"CT0861021","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(860) 848-1921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,"No"
"CT0861051","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(845) 426-6194",1,0,1,0,0,0,0,0,0,0,2,4,6,1,0,2,0,3,0,0,0,0,0,6,18,24,111,"Yes"
"CT0861111","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(860) 848-7218",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,2,0,3,2,5,32,"Yes"
"CT0861251","Groundwater","GW","1994-08-02",32,"Private","State","Yes","No","Yes","Yes","(860) 367-4799",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7,7,46,"No"
"CT0864011","Surface Water","SWP","1992-01-27",34,"Local","State","Yes","No","No","Yes","(860) 848-6711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,"No"
"CT0866301","Groundwater","GW","1986-12-05",40,"Private","State","Yes","No","No","Yes","(860) 848-0422",3,0,0,0,0,0,0,0,0,0,3,2,5,4,0,0,0,0,0,0,0,0,0,4,38,42,48,"Yes"
"CT0867071","Groundwater","GW","1987-03-24",39,"Private","State","Yes","No","No","Yes","(800) 624-2327",1,0,0,0,1,0,0,0,0,0,2,2,4,1,0,0,0,1,0,0,0,0,0,2,4,6,14,"Yes"
"CT0867101","Groundwater","GW","1994-04-01",32,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No"
"CT0868011","Groundwater","GW","1999-01-08",27,"Private","State","Yes","No","Yes","Yes","(860) 367-4799",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,30,"No"
"CT0869011","Groundwater","GW","1992-01-27",34,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No"
"CT0869121","Groundwater","GW","2009-05-19",17,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No"
"CT0878011","Groundwater","GW","1988-06-02",38,"Private","State","Yes","No","No","Yes","(917) 856-3589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,"No"
"CT0878021","Groundwater","GW","1992-05-06",34,"Local","State","Yes","No","No","Yes","(860) 567-7430",1,0,0,0,0,0,0,0,0,0,1,14,15,1,0,0,0,0,0,0,0,0,0,1,41,42,178,"Yes"
"CT0880011","Surface Water","SW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 664-6125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No"
"CT0880031","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 747-6881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"No"
"CT0890011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 826-3535",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,18,"No"
"CT0900011","Surface Water","SWP","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,"No"
"CT0910011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,29,"No"
"CT0910021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"No"
"CT0910031","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,"No"
"CT0910041","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,75,"No"
"CT0910081","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 746-1356",1,0,0,0,2,0,0,0,0,0,3,10,13,1,0,0,0,2,0,0,0,0,0,3,47,50,67,"Yes"
"CT0910591","Groundwater","GW","1988-06-02",38,"Private","State","Yes","No","No","Yes","(203) 746-4807",0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,46,46,181,"No"
"CT0911061","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,105,"No"
"CT0911091","Groundwater","GW","1997-10-10",29,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,"No"
"CT0915221","Groundwater","GW","2005-07-08",21,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,"No"
"CT0920011","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,37,"No"
"CT0920041","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 231-5670",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,5,6,48,"Yes"
"CT0930011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 401-2710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,32,"No"
"CT0950011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 405-6475",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,9,78,"No"
"CT0960011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,53,"No"
"CT0960031","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 301-7828",1,0,0,0,0,0,0,0,0,0,1,14,15,1,0,0,0,4,0,0,0,0,0,5,22,27,47,"Yes"
"CT0960061","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(914) 400-8932",0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,19,19,65,"No"
"CT0960071","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 305-3699",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,145,"No"
"CT0960091","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 350-6123",0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,17,17,148,"No"
"CT0960101","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,53,"No"
"CT0960141","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,75,"No"
"CT0960151","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 348-2200",0,0,1,0,0,0,0,0,0,0,1,15,16,0,0,1,0,0,0,0,0,0,0,1,23,24,41,"No"
"CT0960161","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,47,"No"
"CT0960171","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 790-6888",0,0,0,0,1,0,0,0,0,0,1,11,12,0,0,0,0,2,0,0,0,0,0,2,15,17,24,"No"
"CT0960191","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 354-9234",0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,69,69,149,"No"
"CT0960201","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,"No"
"CT0960211","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 350-5040",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,21,"No"
"CT0960301","Groundwater","GW","1980-12-29",46,"Private","State","No","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,94,"No"
"CT0968011","Groundwater","GW","1992-11-03",34,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28,"No"
"CT0969361","Groundwater","GW","2006-08-15",20,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37,"No"
"CT0970011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,"No"
"CT0970021","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 270-4300",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,4,5,23,"Yes"
"CT0970071","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 572-6849",0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,1,0,0,0,0,0,0,0,1,78,79,185,"No"
"CT0971011","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(203) 364-3184",1,0,0,0,0,0,0,0,0,0,1,20,21,1,0,0,0,0,0,0,0,0,0,1,32,33,93,"Yes"
"CT0980011","Surface Water","SW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,"No"
"CT0990011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 463-8547",1,0,0,0,1,0,0,0,0,0,2,7,9,1,0,0,0,1,0,0,0,0,0,2,10,12,97,"Yes"
"CT0990031","Groundwater","GW","1980-12-29",46,"Private","State","Yes","No","No","Yes","(203) 294-1684",1,0,1,0,0,0,0,0,0,0,2,14,16,1,0,1,0,0,0,0,0,0,0,2,23,25,86,"Yes"
"CT1000011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,"No"
"CT1020011","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2,39,"No"
"CT1020021","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 464-0232",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,4,10,"No"
"CT1021001","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(203) 348-2200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,17,20,218,"No"
"CT1030011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 847-7387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,"No"
"CT1030021","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 866-3366",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,3,2,5,76,"No"
"CT1040011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 823-4173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,9,29,"No"
"CT1040091","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 608-5900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,"No"
"CT1041001","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,"No"
"CT1050011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(401) 207-0019",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,5,6,46,"Yes"
"CT1050131","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 887-8344",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,16,17,52,"Yes"
"CT1050141","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 434-5858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,127,"No"
"CT1050732","Groundwater","GW","1983-01-28",43,"Private","State","Yes","No","No","Yes","(860) 664-6125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"No"
"CT1050752","Groundwater","GW","1983-01-28",43,"Private","State","Yes","No","No","Yes","(860) 664-6125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"No"
"CT1051011","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(860) 319-0055",1,0,1,0,0,0,0,0,0,0,2,7,9,1,0,1,0,0,0,0,0,0,0,2,13,15,96,"Yes"
"CT1056221","Groundwater","GW","1986-12-05",40,"Local","State","Yes","No","No","Yes","(860) 434-2120",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,8,9,78,"Yes"
"CT1056231","Groundwater","GW","1986-12-29",40,"Private","State","Yes","No","No","Yes","(610) 554-2939",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,13,14,20,"Yes"
"CT1056241","Groundwater","GW","1997-04-26",29,"Private","State","Yes","No","No","Yes","(860) 434-0526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,26,"No"
"CT1059251","Groundwater","GW","2013-11-19",13,"Private","State","Yes","No","No","Yes","(860) 307-5479",1,0,0,0,0,0,0,0,0,0,1,43,44,1,0,0,0,3,0,0,0,0,0,4,51,55,207,"Yes"
"CT1080011","Surface Water","SWP","1980-12-29",46,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"No"
"CT1090031","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"No"
"CT1090081","Groundwater","GW","1981-05-27",45,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No"
"CT1090161","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(702) 541-6379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,6,28,"No"
"CT1090221","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 325-1700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"No"
"CT1094201","Groundwater","GW","1988-06-02",38,"Private","State","Yes","No","No","Yes","No Information",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,3,4,41,"Yes"
"CT1099131","Groundwater","GW","2002-09-18",24,"Private","State","Yes","No","No","Yes","(860) 564-0838",1,0,0,0,1,0,0,0,0,0,2,3,5,1,0,0,0,1,0,0,0,0,0,2,6,8,163,"Yes"
"CT1099141","Groundwater","GW","2007-11-20",19,"Private","State","Yes","No","No","Yes","(773) 630-9115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"No"
"CT1099181","Groundwater","GW","2012-02-22",14,"Private","State","Yes","No","No","Yes","(860) 494-3472",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,11,12,140,"Yes"
"CT1100011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,33,"No"
"CT1110011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 664-6125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No"
"CT1120041","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(978) 815-6624",1,0,0,0,0,0,0,4,0,0,5,4,9,1,0,0,0,0,0,0,4,0,0,5,8,13,87,"Yes"
"CT1120051","Groundwater","GW","1980-02-28",46,"Private","State","Yes","No","Yes","Yes","(860) 963-6186",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,5,6,17,"Yes"
"CT1120061","Groundwater","GW","1980-02-28",46,"Private","State","Yes","No","Yes","Yes","(860) 234-0966",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,4,5,85,"Yes"
"CT1121011","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(860) 245-8902",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,4,5,216,"Yes"
"CT1121131","Groundwater","GW","1998-08-05",28,"Local","State","Yes","No","No","Yes","(860) 928-2744",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,6,7,34,"Yes"
"CT1130011","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 342-6734",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,16,"No"
"CT1130021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 664-6125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,"No"
"CT1140011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 396-7552",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,1,9,10,37,"No"
"CT1140021","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 464-0232",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,2,3,66,"Yes"
"CT1150031","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 747-6881",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,8,73,"No"
"CT1160011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 963-6800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,144,"No"
"CT1160021","Groundwater","GW","1980-02-28",46,"Private","State","Yes","No","No","Yes","(860) 928-7976",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,3,4,15,"Yes"
